Episode,Step,Hour,DER1_P_MW,DER2_P_MW,DER3_P_MW,DER4_P_MW,BESS_P_MW,BESS_SOC,Load_Bus4_P_MW,Load_Bus5_P_MW,Load_Bus6_P_MW,Load_Bus7_P_MW,Load_Bus3_P_MW,DER1_Voltage,DER2_Voltage,DER3_Voltage,DER4_Voltage,Grid_Power_MW,Secondary_Rewards,Overall_Reward,Current_Buy_Price,Current_Sell_Price
2,8,8,6.420962810516357,8.399999618530273,28.466959916891778,28.42601268248219,0.0,1.0,9.43746407869903,9.508141309263339,3.48092339442463,3.536873617367251,4.715552705271571,0.9026453823490027,0.9041042197926604,0.9335399437417573,0.9377042661610244,-38.56185118129633,10.8,197.49211655619746,10.0,5.0
2,9,9,9.099790573120117,8.905643463134766,18.05419577609058,17.735859348588253,0.0,1.0,9.119818895542885,9.226217180650872,3.3950566722042117,3.730005685377447,4.9086238760543575,0.9252132359818512,0.9257635321839914,0.941465331554555,0.9438820057544559,-22.54153298434633,10.8,117.56971003012231,10.0,5.0
2,10,10,9.228676795959473,9.52115249633789,24.744320431030864,27.172291705119353,0.0,1.0,9.327537978855363,9.538036309241985,3.550612259069141,3.543258405482399,4.625486336162008,0.9432832329766389,0.9450365283574667,0.9698754704533215,0.9736912923351888,-38.17135210886171,10.6,190.30009613002406,10.0,5.0
2,11,11,9.879436492919922,9.50927734375,20.161956886371772,19.819506047849124,0.0,1.0,9.288032036226035,9.582655416488432,3.6387612817708592,3.5423372611723543,4.817578565706222,0.9206917267562283,0.9216636390189373,0.9398115042915112,0.9425675616204049,-27.359153860968735,10.8,141.60206753713476,10.0,5.0
2,12,12,9.890252113342285,9.831306457519531,5.421002799632008,19.77075566100546,0.0,1.0,9.526962180264723,9.10968558897747,3.606975150281208,3.584511029461487,4.7584724099944555,0.9311473907080486,0.9283545456121218,0.939146197540449,0.9427879292286886,-13.855959932469588,10.8,74.23066649203295,10.0,5.0
2,13,13,8.313566207885742,9.899958610534668,26.490223645520004,27.158782617163705,0.0,1.0,9.694711994867136,9.319759595327598,3.6724712280484257,3.5069225568899762,4.8244602585545,0.9038122834861554,0.906077678575759,0.9324234444314176,0.9372848198647953,-38.61508533104447,10.8,197.75680134441131,10.0,5.0
2,14,14,9.598998069763184,9.044628143310547,24.158875428756343,23.568584074314604,0.0,1.0,9.658591362983387,9.75455092892022,3.7227236224155993,3.663795020230296,4.9641231886211985,0.9129523149006663,0.9140346179675226,0.9372381774089682,0.9406055784455766,-32.93629844301843,10.8,169.4177813579307,10.0,5.0
2,15,15,9.031679153442383,5.702549457550049,28.160032573374597,28.139324155627378,0.0,1.0,9.711469773802479,9.663794418193381,3.4836921688820204,3.639674562845879,4.6936177634055,0.9425249955190089,0.9422071956175868,0.9714876106263152,0.976307944684094,-37.69700634090033,10.8,193.1746958511017,10.0,5.0
2,16,16,8.270297050476074,7.505258560180664,17.64942758427889,20.584979627000035,0.0,1.0,9.649442048545906,9.582482055650075,3.6469609276003374,3.5018265105327666,4.733737051480149,0.9250419048087583,0.9214366555690814,0.9419378080606394,0.9456991440036601,-21.89898316320295,10.8,114.3548161877954,10.0,5.0
2,17,17,3.640094757080078,0.03683716058731079,19.99893801864099,21.50244233954526,0.0,1.0,9.557663240327237,9.685496862933595,3.537620427006137,3.5821722093607855,4.75034757367592,0.9630846988593192,0.958547147458936,0.9815731585190607,0.985325273276112,-13.142294954899448,10.8,70.65969165173871,10.0,5.0
2,18,18,2.091616630554199,3.367337465286255,21.365045641275415,25.67360340621111,0.0,1.0,21.51046920013992,21.732020233023178,8.132279586777535,8.267630931954214,10.598953792770603,0.9295001585004413,0.9160325508877118,0.9429980006751322,0.9466816427130209,18.659016287036422,10.8,-181.7151389017975,10.0,5.0
2,19,19,0.0,0.0,17.123603514858548,19.03932994747525,0.0,1.0,21.134864182605774,21.260071030132742,8.017376381608178,8.046095872121361,10.809825684645885,0.9173183575533548,0.9041230986234351,0.92386140498834,0.9274430092986685,33.86562283708805,10.8,-333.6178577055038,10.0,5.0
2,20,20,0.0,0.0,18.06816701824996,22.54402868015777,0.0,1.0,20.876354214312755,20.94973365869515,7.824587077602303,7.881522999719743,10.778868646024904,0.9560680571661777,0.9439409942840093,0.9655994023724793,0.9695757147194591,28.42622241928344,10.8,-279.2683461498185,10.0,5.0
2,21,21,0.0,0.0,15.151390840698767,12.590488609122303,0.0,1.0,21.18156158260738,20.04554238775052,7.71557523382163,7.974973022762757,10.71316809430257,0.9465322079351319,0.9339057083411535,0.9470730405412414,0.9486525795853067,40.48314542575434,10.0,-403.6088730520416,10.0,5.0
2,22,22,0.0,0.0,9.350712709143545,17.287555448804984,0.0,1.0,21.361246187146982,20.399297383716885,7.963949060660784,7.57843669372091,10.419546884341445,0.9446799547959589,0.9317150871644901,0.9442503015008149,0.9474750830144718,41.72880315514273,10.6,-413.6544142330067,10.0,5.0
3,0,0,0.0,0.0,16.70142836075376,23.41252119894998,0.0,1.0,8.990395335538906,8.757878770397229,3.2675854770082635,3.2338500473205376,4.480856292263876,0.9638967712930995,0.9598283152082474,0.9818737356549795,0.9859182800408074,-10.51042491843905,10.8,57.55098509659821,10.0,5.0
3,1,1,0.0,0.0,7.75553371937118,16.4657377277572,0.0,1.0,7.249464800939387,7.428950409390723,2.7659475118639794,2.6142406067913484,3.622695335286266,0.9358963514824684,0.9318004549942019,0.9447857435500973,0.9478772020288609,-0.16626634901402057,10.8,5.989119030598819,10.0,5.0
3,2,2,0.0,0.0,18.564074798755115,22.142374507242682,0.0,1.0,7.104019190238805,7.025787850189694,2.739050016318437,2.5685132057283186,3.715206702363046,0.9274256168377141,0.9244035168796664,0.9478880801130148,0.9509909858908628,-16.431187019268915,10.8,87.1488706032846,10.0,5.0
3,3,3,0.0,0.0,18.05480247067255,21.634073167932698,0.0,1.0,6.938381264527279,7.485821398322395,2.620525554379117,2.6722596559351426,3.6604721903198043,0.9279031656183255,0.921318516615871,0.9472116315715967,0.9511193851323261,-15.20237350516497,10.8,81.0149787694388,10.0,5.0
3,4,4,0.0,0.0,28.26771395329959,24.712736227188344,0.0,1.0,7.328266453097306,7.041553190740138,2.7275899993916086,2.7233457380929362,3.6510234200003446,0.9167286182078334,0.9111872425428958,0.945066875702992,0.9494744504055342,-27.457222456902034,10.8,142.1563077827053,10.0,5.0
3,5,5,0.0,0.0,20.41093987235277,15.761082723307252,0.0,1.0,7.230568906083704,7.4798562551896275,2.7434231473355695,2.678891517903139,3.6409731219368795,0.9299368158612784,0.9257925976312491,0.9433448490642667,0.9454399424438878,-11.498624140405592,10.8,62.53140047607137,10.0,5.0
3,6,6,6.265726566314697,6.264700889587402,7.704046862273075,28.098615634726638,0.0,1.0,7.799085918907278,7.400009555137951,2.7951797937760796,2.877338486311904,3.651129915046032,0.9252122621526938,0.9253529289627996,0.94222738369743,0.9471889608444193,-22.81706747026759,10.8,119.00200645180894,10.0,5.0
3,7,7,7.347990989685059,6.512660980224609,18.830832435008436,17.487559736644435,0.0,1.0,9.407717725946696,9.19847729783184,3.3378909284526097,3.576749433556995,4.789026844874959,0.9620469679416859,0.9612331351392119,0.9777177077264629,0.9808639903699412,-19.135901693047654,10.8,100.57771802382264,10.0,5.0
3,8,8,8.38422966003418,8.383723258972168,27.227640160579103,28.30943447741037,0.0,1.0,9.43746407869903,9.508141309263339,3.48092339442463,3.536873617367251,4.715552705271571,0.9056344352026012,0.9072649024404432,0.9355631732361753,0.9405933850353718,-39.25493586963737,10.8,200.9516290726169,10.0,5.0
3,9,9,9.06011962890625,8.949139595031738,18.123131256595876,17.604254725658127,0.0,1.0,9.119818895542885,9.226217180650872,3.3950566722042117,3.730005685377447,4.9086238760543575,0.9252665284036005,0.9258387751081528,0.9414785438365688,0.9447635750166358,-22.486729754233348,10.8,117.29628231910482,10.0,5.0
3,10,10,9.389860153198242,9.59999942779541,27.146742120490806,27.183363076266378,0.0,1.0,9.327537978855363,9.538036309241985,3.550612259069141,3.543258405482399,4.625486336162008,0.9396018779601601,0.9415609595039874,0.9678922808795432,0.9725816319810417,-40.60899689555258,10.4,205.7117848299854,10.0,5.0
3,11,11,9.894360542297363,9.497892379760742,20.15988911063923,19.654387809982612,0.0,1.0,9.288032036226035,9.582655416488432,3.6387612817708592,3.5423372611723543,4.817578565706222,0.9206667421588175,0.9183823783330364,0.9391353817055536,0.9427582759059933,-27.166700208251257,10.8,140.6414357428295,10.0,5.0
3,12,12,9.990777969360352,2.093519926071167,19.845947175706527,19.71359218906211,0.0,1.0,9.526962180264723,9.10968558897747,3.606975150281208,3.584511029461487,4.7584724099944555,0.9260545512894232,0.9227949813849643,0.944114810658582,0.947728306145384,-20.062515960502974,10.8,105.19614142991287,10.0,5.0
3,13,13,9.515938758850098,6.862985134124756,26.084711220273228,27.24850259966029,0.0,1.0,9.694711994867136,9.319759595327598,3.6724712280484257,3.5069225568899762,4.8244602585545,0.9067931013133196,0.9071741493696143,0.9348829464717984,0.939746136703922,-36.561531406822056,10.8,187.51053565698118,10.0,5.0
3,14,14,9.593027114868164,9.562528610229492,0.6609887026858607,23.777281473200656,0.0,1.0,9.658591362983387,9.75455092892022,3.7227236224155993,3.663795020230296,4.9641231886211985,0.9320044074797977,0.9318041013316996,0.939803724054158,0.9440856277372869,-11.410969396413549,10.8,62.018908723057905,10.0,5.0
3,15,15,3.191159725189209,9.09974479675293,28.165876303927874,28.154427179578015,0.0,1.0,9.711469773802479,9.663794418193381,3.4836921688820204,3.639674562845879,4.6936177634055,0.9072584666333556,0.90570636879391,0.9369437384328992,0.9410495419897739,-35.061419184604226,10.8,180.02098384296664,10.0,5.0
3,16,16,6.712501049041748,8.267973899841309,20.668212251097398,19.60095296847355,0.0,1.0,9.649442048545906,9.582482055650075,3.6469609276003374,3.5018265105327666,4.733737051480149,0.9238657826419909,0.9208551969366001,0.9422516557890713,0.9458542238683867,-23.03629813269504,10.6,116.02899426179066,10.0,5.0
3,17,17,7.19155740737915,5.298935890197754,21.350846327351572,21.503723930153868,0.0,1.0,9.557663240327237,9.685496862933595,3.537620427006137,3.5821722093607855,4.75034757367592,0.9233641154007473,0.921907007145289,0.943896771575406,0.9469105656844597,-23.035717521650486,10.8,120.0251369727016,10.0,5.0
3,18,18,0.06176108121871948,5.964213848114014,24.117220174349505,25.647063333496405,0.0,1.0,21.51046920013992,21.732020233023178,8.132279586777535,8.267630931954214,10.598953792770603,0.9278707628025075,0.9191495099935396,0.9439663237599386,0.9485280266145008,15.376085467393832,10.8,-148.9187572583101,10.0,5.0
3,19,19,0.0,0.0,16.412764928322055,19.13032837295149,0.0,1.0,21.134864182605774,21.260071030132742,8.017376381608178,8.046095872121361,10.809825684645885,0.9167600008734161,0.9035108514527774,0.9228601406241899,0.9264605329316098,34.48288280784303,10.8,-339.78425901144305,10.0,5.0
3,20,20,0.0,0.0,17.443045285992948,23.23904365773404,0.0,1.0,20.876354214312755,20.94973365869515,7.824587077602303,7.881522999719743,10.778868646024904,0.9209123660565184,0.9077432411008801,0.9269202420601451,0.9302709262354719,28.532008418503537,10.8,-280.3269050744727,10.0,5.0
3,21,21,0.0,0.0,14.767792181103337,12.089860030230808,0.0,1.0,21.18156158260738,20.04554238775052,7.71557523382163,7.974973022762757,10.71316809430257,0.94557163467853,0.932867949826437,0.9454869650163923,0.9469889337627811,41.374778768088966,10.6,-413.866364203003,10.0,5.0
3,22,22,0.0,0.0,10.133995436564184,17.449717905662904,0.0,1.0,21.361246187146982,20.399297383716885,7.963949060660784,7.57843669372091,10.419546884341445,0.9099283546985454,0.8965182369225771,0.9101659534793847,0.9126172562843426,40.86333997617909,5.0,-406.40923689521316,10.0,5.0
4,0,0,0.0,0.0,17.381357709177006,23.55993129224822,0.0,1.0,8.990395335538906,8.757878770397229,3.2675854770082635,3.2338500473205376,4.480856292263876,0.9635640416315897,0.9595478415726022,0.9820940111205682,0.9861603128407556,-11.29585261009019,10.8,61.4698501604367,10.0,5.0
4,1,1,0.0,0.0,14.28104608488123,15.782256024473826,0.0,1.0,7.249464800939387,7.428950409390723,2.7659475118639794,2.6142406067913484,3.622695335286266,0.9352566604073156,0.9315625736937384,0.9482294047824743,0.9512007073361759,-5.828023414447148,10.8,34.23948405114219,10.0,5.0
4,2,2,0.0,0.0,8.240289519947446,22.174696724377977,0.0,1.0,7.104019190238805,7.025787850189694,2.739050016318437,2.5685132057283186,3.715206702363046,0.9319674100065265,0.9282644690451172,0.9452622977946308,0.9483791648225752,-6.641362666762719,10.8,38.30266347137034,10.0,5.0
4,3,3,0.0,0.0,20.83796359853688,22.912737962185563,0.0,1.0,6.938381264527279,7.485821398322395,2.620525554379117,2.6722596559351426,3.6604721903198043,0.9603358599741271,0.9573656785212289,0.9822368168352351,0.986203132090477,-19.17671336303438,10.8,100.84605979956469,10.0,5.0
4,4,4,0.0,0.0,29.205641536046432,25.113276605675974,0.0,1.0,7.328266453097306,7.041553190740138,2.7275899993916086,2.7233457380929362,3.6510234200003446,0.9546552556996059,0.9528327381804573,0.9834075543610687,0.9877066706513487,-28.926719532294342,10.6,146.74040848005447,10.0,5.0
4,5,5,0.0,0.0,18.973069268365503,19.722946635152155,0.0,1.0,7.230568906083704,7.4798562551896275,2.7434231473355695,2.678891517903139,3.6409731219368795,0.9661531522094572,0.9631208967148928,0.9844800587042801,0.9879481839659751,-14.052936240745384,10.8,75.27772104469175,10.0,5.0
4,6,6,1.7360929250717163,5.958834171295166,28.44708757816696,28.37906179465652,0.0,1.0,7.799085918907278,7.400009555137951,2.7951797937760796,2.877338486311904,3.651129915046032,0.9457856629667637,0.9473670477162246,0.9764706695812682,0.9813036765799338,-37.71872468533824,10.8,193.34841266199928,10.0,5.0
4,7,7,7.419912338256836,5.599369525909424,18.910146940007596,16.81826730901394,0.0,1.0,9.407717725946696,9.19847729783184,3.3378909284526097,3.576749433556995,4.789026844874959,0.9627711574050307,0.9613907547109737,0.9779762707254792,0.9810182120785056,-17.745207032069892,10.8,93.63855819921757,10.0,5.0
4,8,8,7.709989547729492,8.398917198181152,28.368125573756874,28.4275283077951,0.0,1.0,9.43746407869903,9.508141309263339,3.48092339442463,3.536873617367251,4.715552705271571,0.9042211081967645,0.9026510979406962,0.9345068892144391,0.9395617126737303,-39.70725650536325,10.8,203.20723692054162,10.0,5.0
4,9,9,9.099285125732422,8.894047737121582,2.405323155573984,17.66678904617133,0.0,1.0,9.119818895542885,9.226217180650872,3.3950566722042117,3.730005685377447,4.9086238760543575,0.9672402917151851,0.9667163764138642,0.9721966223218302,0.9745270026817744,-7.46666737973786,10.4,36.18601578137664,10.0,5.0
4,10,10,9.092677116394043,9.594645500183105,25.665789837144263,26.75668466639367,0.0,1.0,9.327537978855363,9.538036309241985,3.550612259069141,3.543258405482399,4.625486336162008,0.9081241651007672,0.9102780186431725,0.9360395892921461,0.9408178181567518,-38.39442760323475,10.8,196.66104004497262,10.0,5.0
4,11,11,9.892417907714844,8.565695762634277,19.686472305354016,18.541878315889345,0.0,1.0,9.288032036226035,9.582655416488432,3.6387612817708592,3.5423372611723543,4.817578565706222,0.9584636825128896,0.9587475427867239,0.9756596605996356,0.9781174793437026,-24.919719024031394,10.8,129.43173047724105,10.0,5.0
4,12,12,8.556398391723633,9.999981880187988,19.678023245619094,19.80415644361839,0.0,1.0,9.526962180264723,9.10968558897747,3.606975150281208,3.584511029461487,4.7584724099944555,0.9246131179747374,0.9231574192602016,0.9427291961586615,0.946362403788549,-26.33444650593889,10.8,136.49184693008294,10.0,5.0
4,13,13,9.457730293273926,9.449174880981445,27.32498614778391,27.046042673246777,0.0,1.0,9.694711994867136,9.319759595327598,3.6724712280484257,3.5069225568899762,4.8244602585545,0.9400101039644597,0.9419876826897139,0.9680800905858042,0.972747187675948,-40.16278896318722,10.8,205.48116547598323,10.0,5.0
4,14,14,9.597979545593262,9.081332206726074,24.16664713089929,24.07523359841759,0.0,1.0,9.658591362983387,9.75455092892022,3.7227236224155993,3.663795020230296,4.9641231886211985,0.9119992577542473,0.9098691680602016,0.9361198508517439,0.9404664597201142,-33.39786490806975,10.8,171.72011261553237,10.0,5.0
4,15,15,9.06220817565918,3.639256715774536,22.8882134678598,28.12780872706701,0.0,1.0,9.711469773802479,9.663794418193381,3.4836921688820204,3.639674562845879,4.6936177634055,0.9144151047766901,0.912464665337336,0.9404390119725221,0.9454144788679081,-30.686242219600977,10.8,158.19403622714128,10.0,5.0
4,16,16,8.337785720825195,8.369775772094727,9.9580598256282,20.620444145409067,0.0,1.0,9.649442048545906,9.582482055650075,3.6469609276003374,3.5018265105327666,4.733737051480149,0.9296313821773512,0.9287050390156047,0.9378819578599007,0.9407726014244167,-15.506483708505197,10.8,82.45955788788642,10.0,5.0
4,17,17,1.8484337329864502,7.499967575073242,20.998161081031117,21.27820779810234,0.0,1.0,9.557663240327237,9.685496862933595,3.537620427006137,3.5821722093607855,4.75034757367592,0.9257102228440562,0.9255453122766804,0.9459610607665971,0.9498170966558677,-19.39620480561013,10.8,101.86477632617871,10.0,5.0
4,18,18,6.269015789031982,2.115525722503662,1.267319233477557,25.671372182937823,0.0,1.0,21.51046920013992,21.732020233023178,8.132279586777535,8.267630931954214,10.598953792770603,0.9158899228056826,0.9029943117105471,0.9155221108062891,0.9202276264098658,35.59264018227631,10.8,-350.8796341520426,10.0,5.0
4,19,19,0.0,0.0,16.025720875864515,19.133138975128638,0.0,1.0,21.134864182605774,21.260071030132742,8.017376381608178,8.046095872121361,10.809825684645885,0.9164092019783376,0.9031266462788369,0.9222345431662833,0.9258378343285625,34.86546781141722,10.8,-343.6062667126821,10.0,5.0
4,20,20,0.0,0.0,18.36897306785339,14.024271166017826,0.0,1.0,20.876354214312755,20.94973365869515,7.824587077602303,7.881522999719743,10.778868646024904,0.9502714765871292,0.9375002429885795,0.954219124559962,0.9568930748089552,36.532004218674516,10.8,-360.2439746290838,10.0,5.0
4,21,21,0.0,0.0,11.02261380754957,11.87483195407092,0.0,1.0,21.18156158260738,20.04554238775052,7.71557523382163,7.974973022762757,10.71316809430257,0.9408209208091158,0.9277613080037784,0.9378935437730991,0.9402665777148006,45.39585008254293,10.6,-450.28747528304547,10.0,5.0
